"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.992369255E2,6.507011879E1,2.551499982E1,1.751412097E1,3.500000000E1,6.579999924E0,1.310000038E1,2.547546532E0,3.000000000E0,1.000000000E2,1.700000000E1
5.002355131E2,6.507017227E1,2.551503897E1,1.851409992E1,3.600000000E1,6.179999828E0,1.689999962E1,2.553964359E0,3.000000000E0,1.000000000E2,1.800000000E1
5.011750514E2,6.507022633E1,2.551508691E1,1.751407805E1,3.500000000E1,6.210000038E0,1.650000000E1,2.559783636E0,3.000000000E0,1.000000000E2,1.700000000E1
5.022276072E2,6.507027608E1,2.551512547E1,1.751405832E1,3.500000000E1,5.920000076E0,1.289999962E1,2.565759560E0,3.000000000E0,1.000000000E2,1.800000000E1
5.031993461E2,6.507032696E1,2.551516654E1,1.751403803E1,3.500000000E1,5.889999866E0,1.419999981E1,2.572114483E0,3.000000000E0,1.000000000E2,1.700000000E1
5.042009298E2,6.507038152E1,2.551520686E1,1.851401654E1,3.600000000E1,5.589999676E0,1.850000000E1,2.578212327E0,3.000000000E0,1.000000000E2,1.800000000E1
5.052422263E2,6.507043316E1,2.551525069E1,1.751399581E1,3.500000000E1,5.619999886E0,1.970000076E1,2.584242319E0,3.500000000E0,1.000000000E2,1.700000000E1
5.062097613E2,6.507048307E1,2.551530099E1,1.751397521E1,3.500000000E1,5.710000038E0,2.260000038E1,2.589764626E0,3.500000000E0,1.000000000E2,1.700000000E1
5.072235883E2,6.507052628E1,2.551535907E1,1.751395636E1,3.500000000E1,5.359999657E0,2.950000000E1,2.594544677E0,3.000000000E0,1.000000000E2,1.600000000E1
5.082154799E2,6.507056119E1,2.551541858E1,1.751394026E1,3.500000000E1,4.949999809E0,3.209999847E1,2.599361108E0,3.500000000E0,1.000000000E2,1.600000000E1
5.092268738E2,6.507059723E1,2.551547558E1,1.651392394E1,3.400000000E1,4.739999771E0,2.979999924E1,2.604148645E0,3.500000000E0,1.000000000E2,1.700000000E1
5.102222476E2,6.507063168E1,2.551553685E1,1.651390788E1,3.400000000E1,5.029999733E0,3.010000038E1,2.609340602E0,3.500000000E0,1.000000000E2,1.700000000E1
5.112176526E2,6.507067095E1,2.551559678E1,1.651389026E1,3.400000000E1,4.969999790E0,2.820000076E1,2.614984577E0,3.500000000E0,1.000000000E2,1.700000000E1
5.122202325E2,6.507071294E1,2.551566442E1,1.651387118E1,3.400000000E1,5.009999752E0,2.779999924E1,2.620091863E0,3.500000000E0,1.000000000E2,1.600000000E1
5.132203206E2,6.507075028E1,2.551572788E1,1.651385399E1,3.400000000E1,4.900000095E0,3.089999962E1,2.624195189E0,3.500000000E0,1.000000000E2,1.800000000E1
5.142231144E2,6.507077761E1,2.551578672E1,1.551384054E1,3.300000000E1,4.369999886E0,3.529999924E1,2.628425626E0,3.500000000E0,1.000000000E2,1.800000000E1
5.152031322E2,6.507080762E1,2.551584220E1,1.651382641E1,3.400000000E1,4.619999886E0,3.459999847E1,2.633409088E0,3.500000000E0,1.000000000E2,1.800000000E1
5.162074979E2,6.507084211E1,2.551591010E1,1.651380989E1,3.400000000E1,5.119999886E0,3.010000038E1,2.638662630E0,3.000000000E0,1.000000000E2,1.800000000E1
5.172085669E2,6.507088318E1,2.551596550E1,1.651379200E1,3.400000000E1,5.449999809E0,2.850000000E1,2.643984766E0,3.000000000E0,1.000000000E2,1.800000000E1
5.182253916E2,6.507092346E1,2.551602686E1,1.651377396E1,3.400000000E1,5.369999886E0,2.820000076E1,2.649424573E0,3.500000000E0,1.000000000E2,1.800000000E1
5.192126564E2,6.507096746E1,2.551607757E1,1.651375540E1,3.400000000E1,5.150000095E0,2.229999924E1,2.654699549E0,3.500000000E0,1.000000000E2,1.800000000E1
5.202223315E2,6.507101088E1,2.551612291E1,1.551373742E1,3.300000000E1,4.889999866E0,2.079999924E1,2.659468839E0,3.500000000E0,1.000000000E2,1.800000000E1
5.212213017E2,6.507105161E1,2.551615477E1,1.551372130E1,3.300000000E1,4.889999866E0,2.350000000E1,2.663415179E0,4.000000000E0,1.000000000E2,1.800000000E1
5.222150429E2,6.507108527E1,2.551618150E1,1.551370796E1,3.300000000E1,4.449999809E0,2.020000076E1,2.667940838E0,4.000000000E0,1.000000000E2,1.800000000E1
5.232174362E2,6.507112257E1,2.551622014E1,1.551369254E1,3.300000000E1,3.990000010E0,1.920000076E1,2.671993848E0,4.000000000E0,1.000000000E2,1.800000000E1
5.242240225E2,6.507115718E1,2.551624722E1,1.551367884E1,3.300000000E1,3.779999971E0,1.989999962E1,2.676233186E0,4.000000000E0,1.000000000E2,1.800000000E1
5.252259867E2,6.507119356E1,2.551627429E1,1.551366455E1,3.300000000E1,4.380000114E0,1.620000076E1,2.681988140E0,4.000000000E0,1.000000000E2,1.800000000E1
5.262048156E2,6.507124398E1,2.551630204E1,1.451364542E1,3.200000000E1,4.429999828E0,1.400000000E1,NaN,3.500000000E0,1.000000000E2,1.800000000E1
